response_content,response_category
"-- Please respond above this line ---
December 2, 2024 Miriam Bhimani
RE: Chicago Public Schools FOIA Request N016416-102924
Dear Miriam Bhimani: This letter is in reply to your Freedom of Information Act (FOIA) request seeking the following information:
1) A list of schools that America Scores Chicago, Brighton Park Neighborhood Council, SGA Youth and Family Services, Kenwood Oakland Community Organization, and Southwest Organizing Project have served in school years 2023-2024 and 2024-2025 to date.
2) Copies of all invoices from America Scores Chicago, Brighton Park Neighborhood Council, SGA Youth and Family Services, Kenwood Oakland Community Organization, and Southwest Organizing Project have served in school years 2023-2024 and 2024-2025 to date for each school which they serve.
3) Copies of records of payments by CPS/Chicago Board of Education to America Scores Chicago, Brighton Park Neighborhood Council, SGA Youth and Family Services, Kenwood Oakland Community Organization, and Southwest Organizing Project for the above noted time frames. I want the actual bills as well as proof of payment by the district or school, as the case may be. RESPONSE : Documents responsive to your FOIA request are available to download via the Chicago Public Schools FOIA Center. Please visit the following link and enter your username and password to access the records: http://cps.edu/About_CPS/Departments/Law/Pages/FOIARequest.aspx . Under the rules of FOIA, private information and unique identifiers contained within public records are exempt from disclosure; those portions have been redacted including p ursuant to 5 ILCS 140/7 (1)(b), “Private information, unless disclosure is required by another provision of this Act, a State or federal law or a court order,” and pursuant to 5 ILCS 140/7(1)(c), “Personal information contained within public records, the disclosure of which would constitute a clearly unwarranted invasion of personal privacy, unless the disclosure is consented to in writing by the individual subjects of the information. “Unwarranted invasion of personal privacy” means the disclosure of information that is highly personal or objectionable to a reasonable person and in which the subject’s right to privacy outweighs the legitimate public interest in obtaining the information. The disclosure of information that bears on the public duties of public employees and officials shall not be considered an invasion of personal privacy. Redactions have been made pursuant to 5 ILCS 140/7(1)(a) corresponding with 105 ILCS 5/34-18.5(b) which prohibits the release of background check information. To the extent you consider this a denial of your request, pursuant to 5 ILCS 140/9.5(a) you may file a Request for Review with the Public Access Counselor (PAC) at: Public Access Counselor; Office of the Attorney General; 500 South 2nd Street; Springfield, IL 62706 . You also have the right to seek judicial review of your denial by filing a lawsuit in the State circuit court; 5 ILCS 140/11. Thank you for your request. Sincerely, Ana Diaz Freedom of Information Act Officer Chicago Public Schools",records
"Dear requests@muckrock.com,

Wytheville Police Department has shared new evidence with you. Click View Evidence to access the evidence.

Once you have access click Download. After download completes, unzip the contents. Find and double click the file Table_of_Contents.html. Click on videos to play them in the browser.

Need synchronized playback of multiple recorded events or advanced audio controls? Download this player.

Shared Evidence: Men Firing Rifles on Washington Street on November 9 2024
Share ID: 3811-GOS48J
Shared By: Wytheville Police Department
Expires On: 1/1/2025

Sincerely,
Wytheville Police Department",records
"Mr. WcWhirter


Here is a copy of the CAD Call related to the call on Washington Street on
November 9, 2024. I video was sent to your email address as well. No contact
was made with the individuals while officers searched the surrounding area.


Chief Hash",records
"Good afternoon,

I am writing on behalf of the Maine Department of the Secretary of State. This is a response to your Freedom of Access Act request of June 30, 2023 (see attached).

We have attached the responsive records held by this department. Please note the department does not have records responsive to your request for a FOAA log. Also, we were unable to produce a ""master list of forms"". Please provide some clarification of what records you seek in that regard. Our staff will determine if we have records responsive to that request as soon as we receive your clarification.

Please contact us if you have any questions.

Freedom of Access Act (FOAA) Coordinator
Maine Secretary of State
148 State House Station, Augusta, Me 04333
FOAA.SOS@maine.gov

[cid:image001.png@01DB214E.07B15730]",records
"Dear Mr. Carollo:

Please see the attached documents regarding response to your FOIA request.

Additionally, please be aware that the U.S. Navy’s new FOIA portal, SecureRelease, is online. For your convenience, you may now submit FOIA requests online at www.SecureRelease.us or www.FOIA.gov.

Our contact information is below if you should have any questions or concerns. Have a wonderful day!

U.S. Navy Headquarters (FOIA)
1000 Navy Pentagon
Washington, DC 20350-1200
(202) 685-0412
don-foia-pa@us.navy.mil",records
"--- Please respond above this line ---
RE: PUBLIC RECORDS REQUEST B002887-100224 created 10/2/2024 8:48:54 PM Dear Vijay Fisch, The Boston Police Department (Department) has received your request for public records.  This response applies only to records that exist and are in the custody of the City.  See A Guide to the Massachusetts Public Records Law, p. 32, n.115.  It is expected that a custodian of records must use her superior knowledge of her records with respect to responses to public records requests.  950 CMR 32.04(5).  Specifically, you requested: To Whom It May Concern:

Pursuant to the Massachusetts Public Records Law, I hereby request the following records:

All paid replacement duty overtime cards submitted by officers since 2020. Please provide all fields used in the tracking system for these cards, including:

City of Boston Employee ID (6 digit ID) (for working officer and replaced officer)
Employee last name
Employee middle name
Badge Number
Rank
District/Taskforce
Date
Start Time
End Time
Total hours worked
Overtime compensation

I also request a waiver of all fees for this request, as disclosure of the requested information to me is in the public interest and will contribute to the public’s understanding of operations and activities of the government. This request is being made for research conducted by Spark! at Boston University and will not be used for commercial use.

I expect the request to be filled in an electronically-accessible format, including for screen readers. Files that are not accessible to screen readers include, for example, .pdf image files as well as physical documents. We understand that the data may be large in size, so feel free to send it over in year or half-year increments.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 10 business days, as the statute requires. If you believe any of this information to be exempt, I ask you to please cite the specific portion of the law on which you rely. I also ask you to please redact any information you believe to be exempt and disclose the rest. If you need to discuss this request, I can be reached at 617-358-8514.

Sincerely,
Boston University SPARK!

Upload documents directly: https://www.muckrock.com/ We have reviewed our files and have located records that correspond to your request. These records have been released to the Public Records Center . You may appeal this response to the Supervisor of Records in the Office of the Secretary of the Commonwealth. G. L. c. 66, § 10A (c); G. L. c. 66, § 10(b)(ix); 950 CMR 32.08; 950 CMR 32.08(1)(h) (in petitioning the Supervisor, the requester shall provide a copy of such petition to the records access officer associated with such petition).  You may also appeal to the Superior Court.  950 CMR 32.06(3)(c). Thank you.",records
"Dear Alex,

Please find the search results for your public record request attached to this email. We will close this request.

Kind regards,
The Data Governance Team

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Category : Data Request

Description :

Dear Alex,

Thank you for reaching out to the Arizona Department of Education (ADE).

Contracts are publicly available at https://app.az.gov/page.aspx/en/usr/login?ReturnUrl=%2fpage.aspx%2fen%2fbuy%2fhomepage

ADE is experiencing a high volume of requests and working towards filling requests as soon as possible. Wait times vary depending on how extensive your request is. We will do the email search and put it in the review queue. We will deliver the data via email through this ticket system.

Have a great day,

The Data Governance Team

Please reply to this email when communicating about this request.

Do not add ade.helpdesk@azed.gov<mailto:ade.helpdesk@azed.gov> to a separate email as it will not be associated with this ticket and it is not an individual inbox that is monitored.

If you need to email outside of the ticket you can use DataRequestMailbox@azed.gov<mailto:DataRequestMailbox@azed.gov>

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Category : Data Request

Description :
First Name:Alex
Last Name:Kane
Email: requests@muckrock.com<mailto:requests@muckrock.com>

Job Title:Institute for Curriculum Services (Department of Education)

Phone Number:(617) 299-1832

Requestor Type:public

Organization Name:N/A==Break_

Information Requested:

To Whom It May Concern:Pursuant to the Arizona Public Records Law, I hereby request the following records:Any contracts between the Education Department and the Institute for Curriculum Services, and the contentof any professional development materials or presentations prepared by the Institute Curriculum Servicesfor the Education Department since October 7th, 2022. I also request any email communication betweenEducation Department employees and employees of the Institute for Curriculum Services since October7th, 2022.The requested documents will be made available to the general public, and this request is not being madefor commercial purposes.In the event that there are fees, I would be grateful if you would inform me of the total charges in advanceof fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available orCD-ROM

if not.Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving yourresponse to this request within 10 business days.

Sincerely,Alex KaneUpload documents directly: https://www.muckrock.com/

What is the method of delivery?:electronic

Privacy Policy Statement:yes==Break_Media Request==HIDDEN AGGREGATION:HIDE==Break_Level of Aggregation==Level of Aggregation (select all that apply):otherOther:The requested documents will be made available to the general public, and this request is not being madefor commercial purposes

NOTICE: This e-mail (and any attachments) may contain PRIVILEGED OR CONFIDENTIAL information and is intended only for the use of the specific individual(s) to whom it is addressed. It may contain information that is privileged and confidential under state and federal law. This information may be used or disclosed only in accordance with law, and you may be subject to penalties under law for improper use or further disclosure of the information in this e-mail and its attachments. If you have received this e-mail in error, please immediately notify the person named above by reply e-mail, and then delete the original e-mail. Thank you.",records
"Good Afternoon,

Attached is our final response to your request. If you need to contact this office again concerning your request, please provide the CISA reference number. This will enable us to quickly retrieve the information you are seeking and reduce our response time. This office can be reached at 866-431-0486 or at FOIA@HQ.DHS.GOV.
Regards,

DHS Privacy Office
Disclosure & FOIA Program
STOP 0655
Department of Homeland Security
245 Murray Drive, SW
Washington, DC 20528-0655
Telephone: 1-866-431-0486 or 202-343-1743
Fax: 202-343-4011
Visit our FOIA website https://www.dhs.gov/foia",records
"--- Please respond above this line. Anything below will not be viewable to staff. ---
Subject: 1st Installment: Public Records Request C000658-080824 September 30, 2024 Dear Rose Terse, We have made an installment to your Public Records Request C000658-080824 available for your inspection.  You may access the responsive records provided in the Public Records Portal. The records in this installment are responsive emails to or from the City of Bellevue Police Department personnel.  I have reached out to the department to confirm if there are any text messages, memos, or documents responsive to your request. (https://u8387778.ct.sendgrid.net/ls/click?upn=u001.VEsWrlMiJDg0mXafq1mEXbUWSWnJYM-2FRewwjUGmaQvk3yoWDPX1GwXa7YPhBTXaPf3BqVLLXLejeE2pXVCgVRBY39lOdsOl51DxTUEdyirgOHkdiqUm81E9Tp7gY-2FqzwBRlG_z0XZ3jpp4L1HXq2x8hUMqafCS7NWoKVWlq6npDzti1jTy8Ge6zJx38dGQKOtKFDDG2qcmM59HZCRtxYdv4oxr3OacpwbVgDVV2MEavSY5zlrX2F4iLvYVmum47jLyW98a7sFQOE3Yx4YV-2FDlWw6nLrHgvMw42AMdDbjo70DWc06nh3qaIlSmqbscKMeqyVuds60xv4mKKAVhKnj2ErWgDTVvk12GhvYm1dyHYCBrebQdydR2Don-2F9vsSPRIbbMC4wo9jynL-2FjA0meQwOiK6iuA3TjY01ahH2IYoTKmFtMC2eKfmvhXZsPztwDtJbo0TdiHHSCmC90yk-2FWZlrfOBzDwtAgPv1C5SlfzxMRtd3vFX-2BbxBz2-2FUcGv8rd1UHjDIN) Per the State Public Records Act (RCW 42.56.120) and City Public Records Act Rules (Section 6), a public records request may be considered abandoned and subsequently closed if a requester fails to fulfill their obligation to claim an installment of records; claim the entire production of records; inspect the records; or fails to pay the deposit or final payment for requested records within 30 days of this notification. We estimate an update or installment will be provided on or about November 1, 2024. Please let us know if you have any questions or concerns regarding the processing of this request. Sincerely, Aimee Vance Bellevue Public Records 425-452-4283

To monitor the progress or update this request please log into the Bellevue Public Records Center (https://u8387778.ct.sendgrid.net/ls/click?upn=u001.VEsWrlMiJDg0mXafq1mEXbUWSWnJYM-2FRewwjUGmaQvl-2Foebzj8OR-2F9FwJY48-2FiaJ4jQOGvZL4X-2F2Gx-2Bi0NaDr4Bb-2Biw-2FJWxEqPOBfvkfjPs-3DXGG5_z0XZ3jpp4L1HXq2x8hUMqafCS7NWoKVWlq6npDzti1jTy8Ge6zJx38dGQKOtKFDDG2qcmM59HZCRtxYdv4oxr3OacpwbVgDVV2MEavSY5zlrX2F4iLvYVmum47jLyW98a7sFQOE3Yx4YV-2FDlWw6nLrHgvMw42AMdDbjo70DWc06nh3qaIlSmqbscKMeqyVuds60xv4mKKAVhKnj2ErWgDTVvk12GhvYm1dyHYCBrebQdydR2Don-2F9vsSPRIbbMC4rFVF4-2B-2FhRT4qVTXVl8Lpopb-2BhpUUMZsrXob0vmVaxQy4VguXcjFcPxPHCjh-2Fu77vHscHLxSj6mjkkfwLmaLw-2BunkiVCoOwmY-2BmUIdLUodyWT71BuRBLpHeY8xJ2K-2FCOS)",records
"Hello,

The Department is in receipt of this public records request. Please see
the attached responsive record and note that the list was made in March of
2024. There is no later list.

Thank you.

***Please note that CORA requests can be submitted via the CORA Portal
<https://coloradohcpf.govqa.us/WEBAPP/_rs/(S(plb5whn2kaa1hj3qy4rqpwcq))/SupportHome.aspx>
and
that CORA requests are public information.***

*CORA Officer*

*303 E. 17th Ave.*

*De**nver, CO 80203*

* Phone: (303) 866-5794 / Fax: (303) 866-3552 / State Relay: 711*

*Website: Colorado.gov/hcpf*

*This email message and any included attachments, from the Colorado
Department of Health Care Policy and Financing, are confidential and
intended solely for the use of the individual or entity to which it is
addressed. The information contained herein may include protected health
information or otherwise privileged information. Unauthorized review,
forwarding, printing, copying, distributing, or using such information is
strictly prohibited and may be unlawful. If you received this message in
error, **please notify the sender by reply to this message and delete the
email without disclosure. Thank you.*

****Under Colorado's Open Records Act (CORA), all emails sent or received
on a State-owned email account may be subject to public disclosure.****",records
"Dear Alessandro Guzman
The City of San Bruno Received your request for records under the California Public Records Act (Public Records Act), dated September 23, 2024, requesting the City to produce records listed below regarding the following four software programs:

* Thompson Reuters Clear
* LexisNexis Accurint
* TransUnion TLOxp
* SoundThinking Crime Tracer, which was formerly a product called COPLINKX

In accordance with Government Code Section 7922.530(a), this letter serves as the City’s disclosure of responsive records subject to release in response to your request.

The City has records responsive to your request and hereby provides those records to you. Please note the City has withheld information containing, in part, certain personal identifying information because that information is exempt from disclosure under Section 7922.000 of the California Government Code, as the public interest served in not disclosing the information clearly outweighs the public interest served by disclosure.

The City is continuing to search for and review additional potentially responsive records. In particular, the City is searching for the LexisNexis Accruint agreement and any invoices for LexisNexis. Besides LexisNexis, this disclosure comprehensively lists the requested software programs the City uses.

We estimate that we will be able to provide you with responsive records on or before November 14, 2024. If we require additional time, we will let you know as soon as possible. As always, the City’s goal is to comply promptly with any such requests and we will endeavor to respond earlier if possible.

Sincerely,

[A drawing of a cartoon character Description automatically generated]
Lupita Huerta
City Clerk
City of San Bruno
567 El Camino Real
San Bruno, CA 94066
(650) 616-7061 [office]
(650) 616-7070 [direct] / lhuerta@sanbruno.ca.gov<mailto:lhuerta@sanbruno.ca.gov>

*NOTE: The City Clerk’s Office workweek schedule is
Monday through Thursday, 7:30 am to 5:30 pm.

Don’t miss out on the latest news, subscribe to the City Manager’s eNewsletter<https://mailchi.mp/sanbruno.ca.gov/city-manager-e-newsletter>.

Stay Connected with San Bruno by registering for SMC Alert (emergency notifications) and following us on social media!<https://www.sanbruno.ca.gov/social/>",records
"Good day Ms. Liss,
Here is a letter in response to your Freedom of information request. In a moment you will receive the results through our BOX software. I'm attaching a free copy of this software in case you don't already have it. It works great for larger documents.",records
"--- Please respond above this line ---

11/27/2024

Rose Terse
requests@muckrock.com

RE: Public Disclosure Request#: P185314-061024

Dear Rose Terse,

Dear Rose Terse,
Your records have been released and are available on the Public Records Request Center to download.
We are providing an Excel spreadsheet containing a listing of OPA allegations in IAPRO since June 1, 2023. This concludes OPA's response to your request and your request is now closed.
To download your records, please:

* Navigate to the Public Records Request Center.
* Select 'My Records Request Center'.
* Select 'View My Requests'. You may be asked to login.
* Select this request: P185314-061024.
* Select the 'View Files' button.
* You can download records individually or all at the same time by clicking 'Download All'.
* Please save your records as you may only download them from the system three times. If you do not download your records within 30 days of request closure, the link to your records will expire.
If you believe you have received privileged or confidential records in error, please notify the City of Seattle immediately, through the Public Records Request Center or by email. Privileged or confidential records provided or received in error should not be reviewed, used, disseminated, distributed, or copied, and should be destroyed immediately. Thank you in advance for your cooperation.
OPA will take no further action on this request. If you have questions regarding the processing of this request or would like to initiate an administrative appeal regarding the response to your request, please do so within 10 business days. You may also seek judicial review of our response to your request for a period of one year, beginning as of the date of this message, consistent with RCW 42.56.550.
Please include your name and address, a copy of any redacted files, and a copy of this letter together with a brief statement identifying the basis of the appeal.
Please submit your appeal via GovQA, the mail, or deliver your appeal to:
The Office of Police Accountability
ATTN: Public Disclosure Officer
P.O. Box 34986
Seattle, WA 98124-4986

If you have any questions, you may send a message using the Police Records Request Center or call the Public Disclosure Desk at 206-684-5481.

Sincerely,
Dianalynn Oreiro
Seattle Police Department
Legal Unit

SPD receives over 13,000 public records requests annually and is processing between 2,500 to 3,000 open requests at any given time. This may result in a slower than anticipated response to your request. Thank you for your
patience.

As a reminder you can login at the Police Records Request Center where you can access Police online information, manage your profile, submit record requests, track your request status, receive and send messages, make payments, view frequently asked questions, and download your records.
Please add seattle@mycusthelp.net to your E-mail contacts/address book to ensure delivery of the record center E-mails to your Inbox. (mailto:seattle@mycusthelp.net)",records
"Hello Ariel Van Cleve,
We have completed your Record Request: Request Number: GPDR2024-19852
The data pertaining to UAS Deployment that you Requested is available within the Request Page. You can access that Request page using the Link above.
That link allows you access to the Results up to a Year. The Document can be located at the Bottom of the Request Page.
Feel free to give us a call at (480)635-7020 if you have any questions Regarding this Request.
Thank you, have a good day!
Gilbert Police Records
75 E Civic Center Dr
Gilbert AZ, 85296
(480)635-7020",records
"Good Afternoon,

On behalf of Chief Deputy County Counsel Kathleen Rivera, please find attached further response to your public records request.

Sincerely,

[A picture containing logo Description automatically generated][Logo, company name Description automatically generated]

[Senior Paralegal]Mayra Martinez

Direct: (661) 868-3644
E-mail: mymartinez@kerncounty.com<mailto:mymartinez@kerncounty.com>

COUNTY COUNSEL & RISK MANAGEMENT
1115 Truxtun Ave. 4th Floor
Bakersfield, California 93301",records
"Please see the attached response to the above-referenced FOIA request.
** Attached file(s):
Signed Search Deposit A24-06597_1.pdf
Search Deposit FIF A24-06597.pdf
Confidential Attorney Work Product

Amanda Kelly
Associate Assistant Corporation Counsel
City of Detroit-Law Dept.
Freedom of Information Act Section (FOIA)
Coleman A. Young Municipal Center
2 Woodward Avenue, Suite 500
Detroit, Michigan 48226
Phone: (313) 500-1231
Email: kellya@detroitmi.gov<mailto:kellya@detroitmi.gov>
Website: http://detroitmi.gov/law

WARNING: This communication may include, in whole or in part, information protected by attorney-client privilege, the attorney work product doctrine, the deliberative process privilege, or by other privilege. This communication is intended solely for receipt by the individual or entity to whom it was addressed. If you are not the intended recipient, any use of the communication is neither allowed nor intended. If you received this E-mail in error, please securely delete.",records
"To whom it may concern,

Please find, attached, a final response letter and responsive records, pertaining to request number 24-FOIA-00072.

Best,

Daniel Gaylord",records
"Attachments:
PRA_P181687_Roster.xlsx (https://u8387778.ct.sendgrid.net/ls/click?upn=u001.VEsWrlMiJDg0mXafq1mEXTGibdYV4C6ltOzU5PwrNPfi17nSvPqCQ70otWsrO1jjkXP8D-2B-2B2ktprDkFfYwbzKoVcfL-2BbI53ifWh2QSh1WjbsXG-2BQwmAhksaucVxlWA9P1nndYeMkhy7951aA911DxtPYva9S-2BOsPjlTZDQWpeQLU-2FLTqkUW-2FH111GAn9G91dC7jSl8APuG5ZmFmKV1Io1Q-3D-3DODMt_DiFQMSurTNhgn6HEijzYL2EaseeKlnkpb7X5me8p7v-2FCGwk8GIqy9umwVAB3WU0mtTrlu7wi34a51X-2B2a-2BO5m08VEktY5Ut-2BzniuHyqZqwPPYM0KeKYI5hD688Vcb-2Bz3T6Xs8SSzhDjyihLeEuUIKh4LQF1jUI8RSASSgg-2BjYIHKEEP-2B-2FmGP6uoj5XMV-2BJERxUz0tN47rsmc2rtjboLkkGOvQM8MxmrQJc2b9qNs8ub34kxK7qN5clHHFrV49sD6LBENkijKf-2BwisUaB7nOSBv3YlTEtFdNb5Z2eVGFwzMnvCRSzUB2-2BEjWT5gDBrs7EJJDG8orr8-2FmNUTMc-2FEbTtbAU7jZIIv-2Bh5cfSmXugmNmJ4yMdKBOPQxQUQ18YZZ8g7BetChaTn8H-2BX0fE3mKdOg-3D-3D)

--- Please respond above this line ---

November 26, 2024 Via email requests@muckrock.com
Marcus Boyd
MuckRock News, DEPT MR176797 263 Huntington Ave
Boston, MA 02115
RE: Public Records Request, dated November 25, 2024, Reference # P181687-112524
Dear Marcus Boyd:
The San Francisco Police Department (SFPD) received your Public Records Act request, dated November 25, 2024, on November 26, 2024.
You requested, "" To Whom It May Concern:""

Pursuant to the California Public Records Act, I hereby request the following records:

Please provide records sufficient to show a current staff roster of all sworn employees with your agency.

Please include;
- first and last name of each employee with their corresponding;
- badge number
- employee identification number
- hire date
- rank or position
- assigned duty station/substation/precinct/location
- current salary

This request applies to ALL sworn Department employees, including those at substations.

The requested documents will be made available to the general public, and this request is not being made for commercial purposes.

In the event that there are fees, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 10 calendar days, as the statute requires.

Sincerely,

Marcus Boyd

Upload documents directly: https://www.muckrock.com/
Responsive records are available via the San Francisco Public Records Center. Click on the link below to view your request. We do not have responsive records for current salary. Please contact the City Controller's Office for the current salary of members. Public Records Request - P181687-112524
If you have any questions, please contact Robert Rueca at 415-837-7199.
Thank you for your attention.
Sincerely,
Media Relations


This is an auto-generated email and has originated from an unmonitored email account. Please DO NOT REPLY.

",records
"Mr. Vincelli,

Per your request below attached please find a spreadsheet of the data you requested.

Many Thanks

Allison Chambers

Allison Chambers, CPA
Vice President of Finance &
Chief Financial Officer
Middlesex Community College
Bedford/Lowell, MA
978-656-3287
chambersa@middlesex.edu<mailto:chambersa@middlesex.edu>
(Please note that my email at MCC has changed.)",records
"P.S. Sai
n/a
MuckRock News, DEPT MR174866
263 Huntington Ave
Boston, Massachusetts 02115

11/26/2024

CBP-FO-2025-011200

Dear P.S. Sai:

A search of CBP databases produced records responsive to your Freedom of Information Act (FOIA) request CBP-FO-2025-011200, requesting records maintained by CBP.

CBP has determined that the responsive records are partially releasable, pursuant to Title 5 U.S.C. § 552 and have applied the appropriate exemptions notated below:

Exemption Summary:
(b)(6) and (b)(7)(C)

Pursuant to DHS Instruction 262-11-004, FOIA Officers at DHS have been instructed to withhold personally identifiable information (PII) and sensitive personally identifiable information (SPII) of DHS personnel unless a determination is made that the disclosure does not raise security or privacy concerns, or if those concerns are outweighed by any public interest in that information. This policy is available online. Under this policy, the names of senior leaders, spokespersons, and political appointees are generally releasable. With respect to this FOIA request, DHS may have applied FOIA Exemption 6 to protect PII of DHS employees, including names and contact information. To the extent that has DHS withheld employee PII within these records, it has been determined that the employee(s) has/have substantial and legitimate privacy interests and that these interests are not outweighed by any public interest in the operations of the Department.

For your information, Congress excluded three discrete categories of law enforcement and national security records from the requirements of the FOIA. See 5 U.S.C. 552(c). This response is limited to those records that are subject to the requirements of the FOIA. This is a standard notification that is given to all our requesters and should not be taken as an indication that excluded records do, or do not, exist.

You may notice a recent date on the attached records. This is the date our processor queried the record in response to your FOIA request. For clarity, it is not the date the agency first created the record.
The following item(s) also apply to your request:

• Approximately [ 0 ] pages were withheld in their entirety.
• Fees: In the processing of this FOIA request, no fees are being assessed.
• Other: No records exist for the spam or outgoing folders.

This completes the CBP response to your request. You may contact CBP's FOIA Public Liaison, Charlyse Hoskins, by sending an email via your SecureRelease account, mailing a letter to 1300 Pennsylvania Avenue, NW MS 1181, Washington DC, 20229 or by calling 202-325-0150. (If you need telecommunication relay service (TRS) assistance to communicate with the CBP FOIA Office and you are in the United States, please dial 711 to obtain TRS assistance and notify the Communications Assistant that you want to contact the CBP FOIA Office at the telephone number (202) 325-0150). The FOIA Public Liaison is able to assist in advising on the requirements for submitting a request, assist with narrowing the scope of a request, assist in reducing delays by advising the requester on the type of records to request, suggesting agency offices that may have responsive records and receive questions or concerns about the agency’s FOIA process. Please notate file number CBP-FO-2025-011200 on any future correspondence to CBP related to this request.

If you are not satisfied with the response to this request, you have a right to appeal the final disposition. Should you wish to do so, you must file your appeal within 90 days of the date of this letter following the procedures outlined in the DHS regulations at Title 6 C.F.R. §5.8. Please include as much information as possible to help us understand the grounds for your appeal. You should submit your appeal via your SecureRelease account . If you do not have computer access, you may send your appeal and a copy of this letter to: FOIA Appeals, Policy and Litigation Branch, U.S. Customs and Border Protection, 90 K Street, NE, 10th Floor, Washington, DC 20229-1177. Your envelope and letter should be marked ""FOIA Appeal."" Copies of the FOIA and DHS regulations are available at www.dhs.gov/foia. Additional information can be found at the following link https://www.cbp.gov/sites/default/files/assets/documents/2019-Dec/definitions-exemptions-foia_0.pdf.

Additionally, you have a right to seek dispute resolution services from the Office of Government Information Services (OGIS) which mediates disputes between FOIA requesters and Federal agencies as a non-exclusive alternative to litigation. If you are requesting access to your own records (which is considered a Privacy Act request), you should know that OGIS does not have the authority to handle requests made under the Privacy Act of 1974. You may contact OGIS as follows: Office of Government Information Services, National Archives and Records Administration, 8601 Adelphi Road-OGIS, College Park, Maryland 20740-6001, e-mail at ogis@nara.gov; telephone at 202-741-5770; toll free at 1-877-684-6448; or facsimile at 202-741-5769. Please note that contacting the CBP FOIA Public Liaison or OGIS does not stop the 90-day appeal clock and is not a substitute for filing an administrative appeal.

Please note that this message has been sent from an unmonitored e-mail account. Any messages sent to this account will not be read.
Sincerely,
U.S. Customs and Border Protection",records
There are eFOIA files available for you to download.,records
